EAN	Offer_id	Titel	"Günstigster Gesamtpreis neu"	"Günstigster Gesamtpreis gebraucht"	"Ihr Gesamtpreis"	"Differenz zu neu absolut"	"Differenz zu neu %"	"Differenz zu gebraucht absolut"	"Differenz zu gebraucht %"	"Zustand des Angebots"
4061722024503	64-780-40R	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar schlamm grau Ottomane rechts U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024510	64-780-24R	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar dunkel grau Ottomane rechts U-Form"	1325,50	0,00	1325,50	0,00	0,00	1325,50	100,00	new
4061722024527	64-780-60R	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar anthrazit Ottomane rechts U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024534	64-780-26R	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar denim blau Ottomane rechts U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024541	64-780-20R	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar sand beige Ottomane rechts U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024565	64-780-69R	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar berry rot Ottomane rechts U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024589	64-780-19R	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar grün Ottomane rechts U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024596	64-780-89L	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar hellgrau silber Ottomane links U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024602	64-780-40L	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar schlamm grau Ottomane links U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024626	64-780-60L	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar anthrazit Ottomane links U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024633	64-780-26L	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar denim blau Ottomane links U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024640	64-780-20L	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar sand beige Ottomane links U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024664	64-780-69L	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar berry rot Ottomane links U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024688	64-780-19L	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar grün Ottomane links U-Form"	1366,10	0,00	1366,10	0,00	0,00	1366,10	100,00	new
4061722024763	64-781-24	"64-781-24 MAXIM Uran03 dunkel grau / Kissen Uran05 Sitzsofa Schlafsofa Verwandlungssofa Funktionssofa mit Bettkasten ca. 200 cm"	851,90	0,00	851,90	0,00	0,00	851,90	100,00	new
4061722025340	64-794-24	"Couch Maxim Schlafcouch Bettsofa Schlafsofa Funktionssofa PolyurethanTopper 6 cm dunkel grau denim 200 cm"	726,10	0,00	726,10	0,00	0,00	726,10	100,00	new
4061722026286	64-798-899	"Ecksofa Jasper Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar silber hellgrau universell inkl. PolyurethanTopper 246 cm L-Form"	868,60	0,00	868,60	0,00	0,00	868,60	100,00	new
4061722026293	64-798-409	"Ecksofa Jasper Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau Ottomane universell mit Topper L-Form"	905,10	0,00	905,10	0,00	0,00	905,10	100,00	new
4061722026316	64-798-609	"Ecksofa Jasper Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar dunkelgrau anthrazit universell PolyurethanTopper 246 cm L-Form"	868,60	0,00	868,60	0,00	0,00	868,60	100,00	new
4061722026323	64-798-269	"Ecksofa Jasper Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar blau denim Ottomane universell mit Topper L-Form"	899,90	0,00	899,90	0,00	0,00	899,90	100,00	new
4061722026347	64-798-109	"Ecksofa Jasper Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar braun schwarz universell mit. PolyurethanTopper 246 cm L-Form"	905,10	0,00	905,10	0,00	0,00	905,10	100,00	new
4061722028051	64-804-40	"Ecksofa Schlafsofa inkl Armlehne und Rückenlehnen Nosag Füllung"	1317,70	0,00	1317,70	0,00	0,00	1317,70	100,00	new
4061722028068	64-804-24	"Ecksofa Casarano Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar dunkelgrau 242 cm L-Form universell aufbaubar"	1266,60	0,00	1266,60	0,00	0,00	1266,60	100,00	new
4061722028075	64-804-60	"Ecksofa Casarano Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar anthrazit 242 cm L-Form universell aufbaubar"	1311,10	0,00	1311,10	0,00	0,00	1311,10	100,00	new
4061722028433	64-794-16	"Couch Maxim Schlafcouch Bettsofa Schlafsofa Funktionssofa PolyurethanTopper 6 cm dunkel grau berry 200 cm"	689,90	0,00	689,90	0,00	0,00	689,90	100,00	new
4061722028488	64-781-16	"Couch Maxim Schlafcouch Bettsofa Schlafsofa Funktionssofa Visco-Topper 6 cm dunkel grau berry 200 cm"	764,90	0,00	764,90	0,00	0,00	764,90	100,00	new
4061722040176	64-835-89	"Zweisitzer Riga Sofa Couch hellgrau silber 177 cm"	429,10	0,00	429,10	0,00	0,00	429,10	100,00	new
4061722040275	64-836-89	"Dreisitzer Riga Sofa Couch hellgrau silber 197 cm"	459,10	0,00	459,10	0,00	0,00	459,10	100,00	new
4061722040374	64-837-89	"Hocker Riga Sofa Couch Sessel hellgrau silber 120 cm aufklappbar"	189,10	0,00	189,10	0,00	0,00	189,10	100,00	new
4061722040497	64-838-24	"Couch Jana Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar dunkelgrau 208 cm"	519,09	0,00	519,09	0,00	0,00	519,09	100,00	new
4061722040510	64-838-26	"Couch Jana Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar denim blau 208 cm"	574,10	0,00	574,10	0,00	0,00	574,10	100,00	new
4061722042002	64-844-60R	"Ecksofa Melfi Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar anthrazit Ottomane rechts L-Form"	991,10	0,00	991,10	0,00	0,00	991,10	100,00	new
4061722044310	64-852-26	"Sessel Fjord ES Polstersessel Cocktailsessel Clubsessel Loungesessel Relaxsessel blau denim"	331,40	0,00	331,40	0,00	0,00	331,40	100,00	new
4061722044419	64-853-26	"Couch Fjord Schlafcouch Bettsofa Schlafsofa Sofabett Zweisitzer umklappbar blau denim 222 cm"	686,50	0,00	686,50	0,00	0,00	686,50	100,00	new
4061722056757	64-868-11X	"Ecksofa Opus Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar braun Lederlook universell mit. PolyurethanTopper 246 cm L-Form"	959,60	0,00	959,60	0,00	0,00	959,60	100,00	new
4061722070050	64-572-094	"Couch Lazy Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar lila 250 cm"	880,60	0,00	880,60	0,00	0,00	880,60	100,00	new
4250006108767	86-651-68	"Garderobe CANCAN3 3-teilig Kompaktgarderobe Spiegel Paneel Kommode eiche sonoma weiß"	135,80	0,00	135,80	0,00	0,00	135,80	100,00	new
4250006110647	86-307-68	"Garderobe FERNANDO 4-tlg Schrank Paneel Spiegel Schuhkommode Hängeregal in Sonoma und Abs. weiß Hochglanz"	543,60	0,00	543,60	0,00	0,00	543,60	100,00	new
4250006111675	86-015-D4	"Komplette Garderobe Diele ROMANCE Lärche Nb. / SanRemo Nb. 5tlg."	446,10	0,00	446,10	0,00	0,00	446,10	100,00	new
4250006111798	86-959-13	"Garderoben-Set SPICE in weiss Hochglanz Hochschrank Schuhschrank Bank Paneel"	533,90	0,00	533,90	0,00	0,00	533,90	100,00	new
4250006112283	86-957-13	"Garderobe SPICE 3-teilig Kompaktgarderobe Hochschrank Paneel Kommode in weiß und Abs. weiß Hochglanz"	351,40	0,00	351,40	0,00	0,00	351,40	100,00	new
4250314511907	30-15-HH-80	"5 tlg GO Garderobenkombination Garderobe Garderobeset Garderobenkomplettset"	723,40	0,00	723,40	0,00	0,00	723,40	100,00	new
4250314514182	30-15-WW-01	"GO Garderobenschrank Dielenschrank Garderobe Flurgaderobe Weiß Hochglanz"	340,90	0,00	340,90	0,00	0,00	340,90	100,00	new
4250314514236	30-15-WW-80	"GO  Garderobenkombination Garderobe Garderobeset Garderobenkomplettset"	754,50	0,00	754,50	0,00	0,00	754,50	100,00	new
4250314527458	10-A6-WW-23	"Kommode 23 DINARO Sideboard Kombikommode Wohnzimmer Schlafzimmer Flur Alpinweiß matt"	226,80	0,00	226,80	0,00	0,00	226,80	100,00	new
4250314527656	30-54-RR-01	"Virgo Garderobenschrank Dielenschrank Garderobe Flur Schrank Riviera Eiche hell"	348,60	0,00	348,60	0,00	0,00	348,60	100,00	new
4250314527700	30-54-RR-80	"Virgo 5 Garderoben Set Komplettset Flur Komplettgarderobe Riviera Eiche hell"	846,30	0,00	846,30	0,00	0,00	846,30	100,00	new
4250314529308	10-A1-WW-21	"Sideboard Kommode Beistellkommde LED 10A1WW21 FUN PLUS Weiß / Eiche Altholz"	398,80	0,00	398,80	0,00	0,00	398,80	100,00	new
4250314529346	10-A1-WW-80	"10A1WW80 FUN PLUS Weiß / Eiche Altholz Wohwand Anbauwand Wohnschrank inkl. LED ca. 320 cm"	698,80	0,00	698,80	0,00	0,00	698,80	100,00	new
4250314530892	30-64-DD-03	"Garderobenschrank BONANZA 2 Dielenschrank Hochschrank Garderobe Driftwood Nachbildung"	348,10	0,00	348,10	0,00	0,00	348,10	100,00	new
4250314530977	30-64-DD-80	"Garderobenset BONANZA DD80  Driftwood Nachbildung 5-teilig"	799,85	0,00	799,85	0,00	0,00	799,85	100,00	new
4250314530984	30-64-DD-81	"Garderobe BONANZA 3-TLG Garderobenschrank Paneel Bank Driftwood Nachbildung"	658,80	0,00	658,80	0,00	0,00	658,80	100,00	new
4250314544226	10-H4-WW-21	"Funny Plus Sideboard inkl. LED-Beleuchtung Weiß hochglanz"	373,80	0,00	373,80	0,00	0,00	373,80	100,00	new
4250314544288	10-H4-WW-81	"Funny Plus Wohnwand inkl. LED-Beleuchtung Weiß hochglanz"	640,80	0,00	640,80	0,00	0,00	640,80	100,00	new
4250314544295	10-H4-WW-82	"Funny Plus Wohnwand inkl. LED-Beleuchtung Weiß hochglanz"	652,80	0,00	652,80	0,00	0,00	652,80	100,00	new
4250314544356	10-H4-HH-21	"Sideboard Funny Plus Artisan Eiche Nb. Schwarz 3 Türen 2 Schubkästen Kommode MDF"	395,90	0,00	395,90	0,00	0,00	395,90	100,00	new
4250314544417	10-H4-HH-81	"Funny Plus Wohnwand inkl. LED-Beleuchtung Artisan Eiche"	692,80	0,00	692,80	0,00	0,00	692,80	100,00	new
4250314544424	10-H4-HH-82	"Funny Plus Wohnwand inkl. LED-Beleuchtung Artisan Eiche"	711,80	0,00	711,80	0,00	0,00	711,80	100,00	new
4250314546435	10-A1-MM-21	"Fun Plus II Sideboard inkl. LED-Beleuchtung Grau/Abs. Eiche Altholz"	420,80	0,00	420,80	0,00	0,00	420,80	100,00	new
4250314546534	10-H9-WH-20	"Sideboard Mediana Weiß Artisan Eiche Nb. 2 Türen 4 Schubkästen Anrichte Kommode"	454,80	0,00	454,80	0,00	0,00	454,80	100,00	new
4250314547005	20-H9-WH-01	"Mediana Esstisch Weiß/Artisan Eiche"	384,80	0,00	384,80	0,00	0,00	384,80	100,00	new
4250314547371	10-H9-GV-20	"Mediana Sideboard Grau/Abs. Haveleiche Cognac"	454,80	0,00	454,80	0,00	0,00	454,80	100,00	new
4250825075714	64-638-65R	"DANICA Ecksofa 240x80x140 cm Schwarz Anthrazit, Ausführung:Ottomane RECHTS"	614,10	0,00	614,10	0,00	0,00	614,10	100,00	new
4250826308163	64-347-654	"ANTARA Ecksofa mit Schlaffunktion Couch Schlafsofa Sofa Kunstleder Schwarz"	885,10	0,00	885,10	0,00	0,00	885,10	100,00	new
4250826315826	64-347-154	"ANTARA Ecksofa mit Schlaffunktion Couch Schlafsofa Sofa Kunstleder Schwarz/Anthrazit"	885,20	0,00	885,20	0,00	0,00	885,20	100,00	new
4250826320028	56-129-60	"IDAHO Boxspringbett 180x200cm Bett Komfortbett Doppelbett Ehebett Anthrazit, Ausführung:Variante 2"	1043,50	0,00	1043,50	0,00	0,00	1043,50	100,00	new
4250826321421	56-119-60	"IDAHO Boxspringbett 180x200cm Bett Komfortbett Doppelbett Ehebett Anthrazit, Ausführung:Variante 1"	977,10	0,00	977,10	0,00	0,00	977,10	100,00	new
4250826321438	56-119-89	"Funktionspolsterbett IDAHO 1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm silber hellgrau"	977,20	0,00	977,20	0,00	0,00	977,20	100,00	new
4250826321445	56-119-40	"Funktionspolsterbett IDAHO 1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm schlamm braun"	977,10	0,00	977,10	0,00	0,00	977,10	100,00	new
4250826324316	64-381-21	"Lopez Ecksofa 305x189 cm Braun"	939,20	0,00	939,20	0,00	0,00	939,20	100,00	new
4250826324514	64-386-104	"Schlafsofa Sofa Couch mit Schlaffunktion Bettsofa Bettfunktion Stoff grau"	537,10	0,00	537,10	0,00	0,00	537,10	100,00	new
4250826325009	56-389-61	"56-389-61 ASPEN 180x200 cm B3 Tobago 12 braun Vintage Boxspringbett Doppelbett Polsterbett mit Bettkasten und Stauraum"	1131,10	0,00	1131,10	0,00	0,00	1131,10	100,00	new
4250826325382	56-289-11	"Funktionspolsterbett ASPEN B2 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm dunkelbraun"	1054,10	0,00	1054,10	0,00	0,00	1054,10	100,00	new
4250826325597	56-932-40X	"Kissen-Set inkl. Bezug und Kissenfüllung verschiedene Stoffe und Farben, Bezug:Schlamm Moric"	175,90	0,00	175,90	0,00	0,00	175,90	100,00	new
4250826325696	56-749-40	"Boxspringbett Madison1 180cm dunkelgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1120,10	0,00	1120,10	0,00	0,00	1120,10	100,00	new
4250826325870	56-769-07	"Boxspringbett Madison3 180cm hellgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1186,50	0,00	1186,50	0,00	0,00	1186,50	100,00	new
4250826325887	56-769-60	"Boxspringbett Madison3 180cm anthrazit grau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1186,10	0,00	1186,10	0,00	0,00	1186,10	100,00	new
4250826326075	56-769-40	"Boxspringbett Madison3 180cm dunkelgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1186,50	0,00	1186,50	0,00	0,00	1186,50	100,00	new
4250826326525	56-569-20X	"Funktionspolsterbett SACRAMENTO B1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm sand hellbraun SACB1"	975,10	0,00	975,10	0,00	0,00	975,10	100,00	new
4250826326709	56-579-60X	"Funktionspolsterbett SACRAMENTO B2 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm anthrazit grau SACB2"	1021,10	0,00	1021,10	0,00	0,00	1021,10	100,00	new
4250826327980	56-569-60X	"Funktionspolsterbett SACRAMENTO B1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm grau anthrazit SACB1"	977,50	0,00	977,50	0,00	0,00	977,50	100,00	new
4250826328123	56-579-20X	"Funktionspolsterbett SACRAMENTO B2 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm sand hellbraun SACB2"	1021,10	0,00	1021,10	0,00	0,00	1021,10	100,00	new
4250826328277	64-381-40	"Lopez Ecksofa 305x189 cm Taupe"	939,40	0,00	939,40	0,00	0,00	939,40	100,00	new
4250826328376	56-759-40	"Boxspringbett Madison2 180cm dunkelgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1164,10	0,00	1164,10	0,00	0,00	1164,10	100,00	new
4250826328475	56-759-07	"Boxspringbett Madison2 180cm hellgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1164,10	0,00	1164,10	0,00	0,00	1164,10	100,00	new
4250826328482	56-759-60	"Boxspringbett Madison2 180cm anthrazit grau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1164,10	0,00	1164,10	0,00	0,00	1164,10	100,00	new
4250826328499	56-759-71	"Boxspringbett Madison2 180cm beige hellbraun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1164,40	0,00	1164,40	0,00	0,00	1164,40	100,00	new
4250826328512	56-759-21	"Boxspringbett Madison2 180cm braun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1164,40	0,00	1164,40	0,00	0,00	1164,40	100,00	new
4250826328536	56-757-40	"Boxspringbett Madison2 160cm dunkelgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1146,10	0,00	1146,10	0,00	0,00	1146,10	100,00	new
4250826328543	56-757-07	"Boxspringbett Madison2 160cm hellgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1087,10	0,00	1087,10	0,00	0,00	1087,10	100,00	new
4250826328550	56-757-60	"Boxspringbett Madison2 160cm anthrazit grau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1087,10	0,00	1087,10	0,00	0,00	1087,10	100,00	new
4250826328567	56-757-71	"Boxspringbett Madison2 160cm beige hellbraun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1083,60	0,00	1083,60	0,00	0,00	1083,60	100,00	new
4250826328581	56-757-21	"Boxspringbett Madison2 160cm braun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1083,60	0,00	1083,60	0,00	0,00	1083,60	100,00	new
4250826328604	56-755-60	"Boxspringbett Madison2 140cm anthrazit grau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	984,60	0,00	984,60	0,00	0,00	984,60	100,00	new
4250826329809	56-389-11	"Funktionspolsterbett ASPEN B3 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm dunkelbraun"	1131,10	0,00	1131,10	0,00	0,00	1131,10	100,00	new
4250826329939	56-281-61	"Funktionspolsterbett ASPEN A1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm hellbraun"	955,10	0,00	955,10	0,00	0,00	955,10	100,00	new
4250826329953	56-381-60	"Funktionspolsterbett ASPEN B1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm grau"	1010,50	0,00	1010,50	0,00	0,00	1010,50	100,00	new
4250826329960	56-381-61	"Funktionspolsterbett ASPEN B1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm hellbraun"	1010,50	0,00	1010,50	0,00	0,00	1010,50	100,00	new
4250826329977	56-381-11	"Funktionspolsterbett ASPEN B1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm dunkelbraun"	1010,10	0,00	1010,10	0,00	0,00	1010,10	100,00	new
4250826329984	56-283-61	"Funktionspolsterbett ASPEN A3 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm hellbraun"	1034,10	0,00	1034,10	0,00	0,00	1034,10	100,00	new
4250826330010	56-389-60	"Funktionspolsterbett ASPEN B3 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm grau"	1131,10	0,00	1131,10	0,00	0,00	1131,10	100,00	new
4250826330140	56-579-10X	"Funktionspolsterbett SACRAMENTO B2 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm grau SACB2"	1021,10	0,00	1021,10	0,00	0,00	1021,10	100,00	new
4250826330270	56-115-89	"Funktionspolsterbett IDAHO 1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 140 x 200 cm silber hellgrau"	834,40	0,00	834,40	0,00	0,00	834,40	100,00	new
4250826330362	64-386-614	"Svenja Schlafsofa 208x93 cm Braun"	548,70	0,00	548,70	0,00	0,00	548,70	100,00	new
4250826330652	64-381-10	"Lopez Ecksofa 305x189 cm Hellgrau"	939,40	0,00	939,40	0,00	0,00	939,40	100,00	new
4250826331109	56-749-07	"Boxspringbett Madison1 180cm hellgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1120,50	0,00	1120,50	0,00	0,00	1120,50	100,00	new
4250826331369	64-386-214	"Couch Svenja Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar beige 208cm"	564,10	0,00	564,10	0,00	0,00	564,10	100,00	new
4250826331376	64-386-654	"Svenja Schlafsofa 208x93 cm Schwarz / Anthrazit"	594,60	0,00	594,60	0,00	0,00	594,60	100,00	new
4250826331543	64-381-30	"Eckcouch Lopez Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar gelb 305 cm"	954,40	0,00	954,40	0,00	0,00	954,40	100,00	new
4250826331550	64-381-60	"Lopez Ecksofa 305x189 cm Anthrazit"	939,20	0,00	939,20	0,00	0,00	939,20	100,00	new
4250826331574	64-381-71	"Lopez Ecksofa 305x189 cm Beige"	954,40	0,00	954,40	0,00	0,00	954,40	100,00	new
4250826331581	64-381-69	"Eckcouch Lopez Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar rot 305 cm"	954,40	0,00	954,40	0,00	0,00	954,40	100,00	new
4250826331857	56-769-21	"Boxspringbett Madison3 180cm braun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1186,40	0,00	1186,40	0,00	0,00	1186,40	100,00	new
4250826332946	56-749-60	"Boxspringbett Madison1 180cm anthrazit grau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1120,10	0,00	1120,10	0,00	0,00	1120,10	100,00	new
4250826332960	56-289-60	"Funktionspolsterbett ASPEN B2 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm grau"	1054,10	0,00	1054,10	0,00	0,00	1054,10	100,00	new
4250826334292	56-749-21	"Boxspringbett Madison1 180cm braun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1176,10	0,00	1176,10	0,00	0,00	1176,10	100,00	new
4250826334452	56-759-85	"Boxspringbett Madison2 180cm blau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1215,10	0,00	1215,10	0,00	0,00	1215,10	100,00	new
4250826334506	56-117-60	"Funktionspolsterbett IDAHO 1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 160 x 200 cm anthrazit"	900,10	0,00	900,10	0,00	0,00	900,10	100,00	new
4250826334698	56-749-71	"Boxspringbett Madison1 180cm beige hellbraun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1120,40	0,00	1120,40	0,00	0,00	1120,40	100,00	new
4250826334711	56-749-85	"Boxspringbett Madison1 180cm blau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1176,10	0,00	1176,10	0,00	0,00	1176,10	100,00	new
4250826334797	56-769-71	"Boxspringbett Madison3 180cm beige hellbraun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1186,50	0,00	1186,50	0,00	0,00	1186,50	100,00	new
4250826334810	56-769-85	"Boxspringbett Madison3 180cm blau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1231,10	0,00	1231,10	0,00	0,00	1231,10	100,00	new
4250826334926	56-767-40	"Boxspringbett Madison3 160cm dunkelgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1098,10	0,00	1098,10	0,00	0,00	1098,10	100,00	new
4250826336159	56-579-21X	"Funktionspolsterbett SACRAMENTO B2 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm braun SACB2"	1021,10	0,00	1021,10	0,00	0,00	1021,10	100,00	new
4250826336166	56-579-71X	"Funktionspolsterbett SACRAMENTO B2 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm beige hellgrau SACB2"	1021,10	0,00	1021,10	0,00	0,00	1021,10	100,00	new
4250826336449	56-115-60	"Funktionspolsterbett IDAHO 1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 140 x 200 cm anthrazit"	834,10	0,00	834,10	0,00	0,00	834,10	100,00	new
4250826337286	56-767-60	"Boxspringbett Madison3 160cm anthrazit grau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1098,10	0,00	1098,10	0,00	0,00	1098,10	100,00	new
4250826339907	56-117-89	"Funktionspolsterbett IDAHO 1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 160 x 200 cm silber hellgrau"	900,10	0,00	900,10	0,00	0,00	900,10	100,00	new
4250826341078	56-569-10X	"Funktionspolsterbett SACRAMENTO B1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm grau SACB1"	977,00	0,00	977,00	0,00	0,00	977,00	100,00	new
4250826341672	56-117-40	"Funktionspolsterbett IDAHO 1 Boxspringbett Doppelbett Polsterbett Schlafzimmer 160 x 200 cm schlamm braun"	900,10	0,00	900,10	0,00	0,00	900,10	100,00	new
4250826341818	56-765-60	"Boxspringbett Madison3 140cm anthrazit grau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1006,60	0,00	1006,60	0,00	0,00	1006,60	100,00	new
4250826342921	56-A20-109	"HAWAII Boxspringbett 120x200cm Dunkelgrau"	764,80	0,00	764,80	0,00	0,00	764,80	100,00	new
4250826343461	64-504-614	"Couch Yukon Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar Lederlook braun 206 cm"	537,70	0,00	537,70	0,00	0,00	537,70	100,00	new
4250826344468	56-A47-603	"Boxspringbett MALIBU2 180cm anthrazit dunkelgrau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1137,89	0,00	1137,89	0,00	0,00	1137,89	100,00	new
4250826344482	56-A47-103	"Boxspringbett MALIBU2 180cm braun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1138,60	0,00	1138,60	0,00	0,00	1138,60	100,00	new
4250826344499	56-A47-523	"56-A47-52 MALIBU 2 180x200 cm Soro 90 grau Boxspringbett Doppelbett Polsterbett"	1138,60	0,00	1138,60	0,00	0,00	1138,60	100,00	new
4250826345007	56-A20-219	"HAWAII Boxspringbett 120x200cm Braun, Ausführung:Variante 1"	702,90	0,00	702,90	0,00	0,00	702,90	100,00	new
4250826345014	56-A20-659	"HAWAII Boxspringbett 120x200cm Schwarz, Ausführung:Variante 1"	702,90	0,00	702,90	0,00	0,00	702,90	100,00	new
